Rating,title,release_year
5.9,The Incorruptible,1993
6.3,How to Win the US Presidency,2016
3.7,Garbage,2018
4.3,Jaal: The Trap,2003
6.7,Nila,2016
4.2,Family Blood,2018
6.0,The White Storm 2: Drug Lords,2019
5.9,Abby Sen,2015
5.9,Underwater,2020
7.9,Kaakan,2015
3.1,Warrior Savitri,2016
0.0,The Influence,2019
5.3,Sat Shri Akaal England,2017
5.4,Hulk: Where Monsters Dwell,2016
4.2,White Island,2016
5.5,Legend of the Broken Sword Hero,2017
5.3,Holy Goalie,2017
6.6,The Last Party,1993
5.4,On the Wrong Track,1983
6.2,Mustang Island,2017
5.4,Acapulco La vida va,2017
5.6,Coffee for All,2017
5.4,Swearnet Live,2014
5.5,Unruly Friends,2012
5.2,Loco Love,2003
8.0,The Princess Bride,1987
5.4,Xiao nian Su Qi Er,1985
7.1,"Twisted Trunk, Big Fat Body",2013
4.2,Stray Bullets,2016
2.3,Boom,2003
6.9,Loudon Wainwright III: Surviving Twin,2018
3.8,The Intent 2: The Come Up,2018
6.4,Three and a Half,2018
6.4,Report from the Aleutians,1943
4.8,Oru Visheshapetta Biriyani Kissa,2017
7.4,Jalpari: The Desert Mermaid,2012
6.5,Ah... I'm Falling in Love,2016
2.8,Black Rose,2014
6.2,King of Boys,2018
5.0,French Dirty,2015
5.6,Mundeyan Ton Bachke Rahin,2014
4.4,Mike Epps: Don't Take It Personal,2015
6.9,Jagat,2015
5.2,Bibi & Tina voll verhext!,2014
5.0,Unbridled,2018
5.9,10 jours en or,2012
6.7,Satrangi Re,2012
4.6,Heroes Wanted,2016
5.3,Caída del Cielo,2016
5.2,Krishna Cottage,2004
6.4,Concrete Football,2016
5.9,The Walls of the Moon,2015
7.4,The House on Coco Road,2016
3.9,Ragini MMS 2,2014
6.8,Kygo: Live at the Hollywood Bowl,2017
5.1,Mugamoodi,2012
4.6,English Babu Desi Mem,1996
2.3,Romina,2018
4.4,The Legend of Michael Mishra,2016
5.0,Mi Amigo Alexis,2019
4.7,Katti Batti,2015
6.4,"Pablo Escobar, Angel or Demon",2007
5.5,Kisaan,2009
4.4,Something Huge,2017
8.1,Ford v Ferrari,2019
8.0,Blade Runner 2049,2017
7.2,3 Seconds Divorce,2018
5.4,Kaake Da Viyah,2019
3.4,The Rift: Dark Side of the Moon,2016
6.1,About Love. For Adults Only,2017
4.4,The Figurine,2009
5.8,Lovefucked,2018
5.7,Anta Mana Manchike,1972
5.7,A Sort of Homecoming,2015
5.0,Adventure Club,2017
4.3,Welcome 2 Karachi,2015
7.4,The Postman Always Rings Twice,1946
2.9,Hellriser,2017
6.4,III Smoking Barrels,2017
6.1,Vanjagar Ulagam,2018
6.5,My Rebound Girl,2016
7.3,Judge Singh LLB,2015
6.6,Shubh Aarambh,2017
3.8,Haunting on Fraternity Row,2018
3.8,Hungerford,2014
4.1,Zokkomon,2011
6.6,Maddman: The Steve Madden Story,2017
6.5,Love Station,2019
5.1,Mr. Chandramouli,2018
4.7,Promakhos,2014
5.0,Schubert in Love: Vater werden ist (nicht) schwer,2016
4.5,23:59,2011
6.7,Amrapali,1966
6.5,Breaking Free,1995
6.3,Theeram,2017
7.1,Mayurakshi,2017
6.8,The Heat: A Kitchen (R)evolution,2018
6.5,Crossroads: One Two Jaga,2018
4.5,Çok Filim Hareketler Bunlar,2010
5.4,10 Days in Sun City,2017
7.5,Camarón: Flamenco y revolución,2018
6.8,Bilu: A Demon Within,2017
5.2,"Praise, What Makes You Hard",1972
5.4,Bang Rajan 2,2011
4.1,Muzaffarnagar Baaqi Hai,2015
6.2,Needhi Singh,2016
6.2,I'm Still Here,2010
6.4,Sam Kinison: The Scream Continues,2016
3.0,Abdu Mouta,2012
7.1,Teach Us All,2017
3.0,The Perfect Day,2017
4.9,Puthiya Theerangal,2012
8.1,Autumn Sonata,1978
4.6,Chief Daddy,2018
6.3,Pinky Memsaab,2018
4.3,Sister Code,2015
4.2,Teen Patti,2010
5.9,Malaal,2019
5.0,Ma Chu Ka,2017
6.2,Dagadi Chaawl,2015
4.5,Samir Abu el-Nil,2013
5.8,Baan sau chuk dak hin dui,2002
6.1,Gatao 2: Rise of the King,2018
6.2,Wrecker,2022
4.8,The Shaukeens,2014
5.4,A Yellow Bird,2016
6.8,Fishtail,2014
6.2,Marriage Palace,2018
6.2,Tuna Girl,2019
3.7,Chal Bhaag,2014
7.8,Born in Gaza,2014
5.6,To Noora with Love,2014
5.5,From Japan to Egypt,2017
5.9,Salaakhen,1975
5.3,Doubles Cause Troubles,1989
6.3,Mokalik (Mechanic),2019
4.3,Hide & Seek,2010
8.0,Once in a Lifetime Sessions with Nile Rodgers,2019
5.3,Ranbhool,2010
5.4,The Bling Lagosians,2019
4.8,Breaking the Bank,2014
6.6,Student No. 1,2001
3.5,Internet Famous,2016
4.5,You Can Tutu,2017
4.5,Tamanchey: Pyar Mein Dil Pe Maar De Goli,2014
8.2,Lal Pathar,1964
5.3,New Money,2018
6.3,Super Monsters (2017– ),2019
6.6,Pirates of the Caribbean: On Stranger Tides,2011
6.3,Echarikkai,2018
6.6,Pacíficum,2017
6.0,Road to Yesterday,2015
5.2,X: Past Is Present,2015
7.1,The Thief and the Cobbler,1993
5.3,We Are Legends,2019
5.1,Rise: Ini Kalilah,2018
4.7,The Wedding Party 2: Destination Dubai,2017
3.3,Norm of the North: King Sized Adventure,2019
6.2,Sigaram Thodu,2014
4.5,Natale a 5 stelle,2018
6.5,King of Peking,2017
5.9,Super Monsters (2017– ),2019
5.2,Aagey Se Right,2009
6.4,Pandigai,2017
6.2,Maggie's Plan,2015
4.0,Husbands in Goa,2012
5.4,Jugaad,2009
6.7,Garuda di Dadaku,2009
7.5,Vitti Dandu,2014
6.0,The Republic of Love,2003
6.6,The Lovely Bones,2009
7.5,Born to Be Free,2016
5.6,Elles,2011
5.8,The Holy Man,2005
7.6,Ek Cup Chya,2009
5.6,Why Knot,2016
4.9,Oh My Ghosts!,2009
5.2,Berlin Kaplani,2012
6.7,Ujala,1959
5.4,Faraar,2015
5.1,Mumbai Matinee,2003
3.7,Puppy Star Christmas,2018
5.5,Imperfect,2012
7.3,Gour Hari Dastaan: The Freedom File,2015
4.7,Ms. Mammy,2012
5.7,Tum Milo Toh Sahi,2010
4.6,Settai,2013
3.9,Black Site Delta,2017
7.4,Naa Bangaaru Talli,2013
3.4,1st Summoning,2018
5.1,Khoon Khoon,1973
5.3,Uncle Naji in UAE,2019
6.3,Bollywood Calling,2001
7.5,Braindead,1992
6.4,Jeremy Scott: The People's Designer,2015
5.5,The Only Mother to You All,2008
4.6,My Ex-Ex,2015
4.1,1920 London,2016
5.6,Papa the Great,2000
7.0,The World It Is,2015
6.5,Shortcut Safari,2016
3.8,Lo más sencillo es complicarlo todo,2018
6.1,Motor Mitraan Di,2016
4.7,Luckee,2019
6.1,Wahed Saheh,2011
7.8,Saeed Mirza: The Leftist Sufi,2016
5.2,El Potro: Unstoppable,2018
5.5,Bangkok Hell,2002
5.9,The Silencers,1966
4.5,You Can Tutu,2017
3.6,Backfire,2017
6.8,Jora 10 Numbaria,2017
4.3,Macho,2016
3.9,Colkatay Columbus,2016
5.1,Maroon,2017
4.9,Lechmi,2017
6.9,Then Came You,2018
5.9,Ghanchakkar,2013
5.2,#Rucker50,2016
4.1,The Secrets of Emily Blair,2016
7.1,Lucha: Playing the Impossible,2016
7.7,Los días de Ayotzinapa (The 43s),2019
5.2,What the Jatt!!,2015
5.0,Hor taew tak 3,2011
4.0,Kill Ratio,2016
4.1,Bewafaa,2005
5.4,El Alien y yo,2016
3.3,La Leyenda Del Diamante,2017
4.2,Furthest Witness,2017
3.0,Santa Claws,2014
5.4,Luang phii theng III,2010
6.3,Garuda di Dadaku 2,2011
4.4,Tellur Aliens,2016
4.4,Issaq,2013
5.0,What the Fish,2013
3.8,Chocolate City: Vegas,2017
4.5,Edge of Fear,2018
4.5,Deadly Switch,2021
6.7,Without Gorky,2011
5.4,Saadey CM Saab,2016
5.4,Estar o no estar,2015
5.5,Pooja Kiven Aa,2013
5.8,Samarpanam,2017
5.0,90 ML,2019
6.9,Chandani: The Daughter of the Elephant Whisperer,2010
6.1,The Memory of Water,2015
3.9,Pup Star: World Tour,2018
2.6,Bir Baba Hindu,2016
4.4,Feo pero Sabroso,2019
3.8,Gollu Aur Pappu,2014
0.0,Because We Are Young,2016
3.3,Three-Quarters Decent,2010
3.6,Police Woman,1973
4.9,The Bronze Buckaroo,1939
0.0,Jewel Thieves,2019
5.8,Savita Damodar Paranjpe,2018
5.8,My Schoolmate the Barbarian,2001
5.9,Shopkins Wild,2018
7.0,Atar Mass 2019,2017
4.8,The Exile,1931
4.8,Chance Pe Dance,2010
6.6,Venom,2018
3.5,Roh's Beauty,2014
5.3,Darra,2016
5.5,Mauli,2018
6.0,The Girl from Chicago,1927
7.5,Ser Tão Velho Cerrado,2018
4.4,Miss Me This Christmas,2017
5.7,Shorgul,2016
5.5,The Cloverfield Paradox,2018
6.0,Mandobasar Galpo,2017
6.2,Fakta Ladh Mhana,2011
6.6,Expedition China,2017
4.2,Russell Madness,2015
2.6,Troy the Odyssey,2017
6.2,Paathi: the Half,2017
2.5,Trip to Bhangarh: Asia's Most Haunted Place,2014
6.5,Waterschool,2018
6.2,Mantostaan,2017
6.3,Mumbai's King,2012
3.4,Deadly Detention,2017
5.2,Life Ki Toh Lag Gayi,2012
6.1,Unchained Reaction,2012
5.1,Ms J Contemplates Her Choice,2014
6.9,Influx: Documentary,2016
0.0,Roudram 2018,2019
7.6,Open Tee Bioscope,2015
5.7,14 Minutes from Earth,2016
3.6,Professor Mack,2019
6.6,Pyar Ke Do Pal,1986
5.6,Dhoondte Reh Jaoge,2009
6.1,The Human Factor,1979
4.7,Mater,2017
4.6,Regatta,2015
4.3,Menorca,2016
2.9,Hisss,2010
5.0,Despido procedente,2017
6.7,Mexicanos de Bronce,2016
5.0,HOPE one in a billion,2017
8.0,The Princess Bride,1987
6.0,The Bait,2016
5.6,The Bund: Part II,1983
5.5,Da qiao ying xiong zhuan,1981
5.7,Fei saa fung chung chun,2010
3.3,Giran el-Sa'd,2014
3.2,Nasha,2013
6.3,A New Capitalism,2017
4.0,Oh Darling Yeh Hai India,1995
6.2,Sat Sri Akal,2008
6.1,Melle,2017
3.9,Hedgehogs,2016
7.0,Mala Kahich Problem Nahi,2017
6.8,Total Recall 2070,1999
5.5,Land of Cards,2012
6.2,Yoko & his friends,2015
6.1,The Reservoir Game,2017
6.5,Peace After Marriage,2013
7.4,Sarivar Sari,2005
3.7,Monkey Up,2016
5.3,My Friend Pinto,2011
2.3,Machhli Jal Ki Rani Hai,2014
2.8,Salaam Kashmier,2014
6.3,Winter of Our Dreams,1981
7.4,Ready Player One,2018
5.2,Twins Mission,2007
7.4,Bombshell: The Hedy Lamarr Story,2017
7.0,The VVitch: A New-England Folktale,2015
5.9,Super Monsters (2017– ),2019
2.7,Tees Maar Khan,2010
5.0,History of Joy,2017
5.2,Yes or No 2.5,2015
6.8,Pareeth Pandari,2017
6.9,Life of an Outcast,2019
2.6,Deewana Main Deewana,2013
5.1,Merry Men: The Real Yoruba Demons,2018
0.0,Glamour Women of the Year 2019,2019
5.9,Irada Pakka,2010
5.9,Viswasapoorvam Mansoor,2017
3.3,Incoming,2018
4.2,The Midas Touch,2020
7.6,Bogda,2018
4.9,Geezas,2011
6.0,Adhugo,2018
5.5,Shopkins World Vacation,2017
2.5,Prueba de Actitud,2016
4.7,Red Eye,2004
3.5,Frat Star,2017
6.4,Ek Jaan Hain Hum,1983
6.8,Pierre Jackson,2018
6.5,Krutant,2019
4.7,Bandie,1978
2.4,Mythily Veendum Varunnu,2017
5.4,Grillo vs Grillo,2017
6.9,Zoé: Panoramas,2017
5.5,C Kkompany,2008
5.2,Ethirmarai,2018
7.0,Upper Egyptian in the American University,1998
3.8,Ugly Aur Pagli,2008
7.2,Imago,2018
3.2,Salem: His Sister's Father,2014
6.6,The Lovely Bones,2009
5.3,Teshan,2016
5.5,Yaara O Dildaara,2011
7.9,"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",2017
3.8,Chicken Kokkachi,2017
5.8,The Price of Success,2017
4.9,Geezas,2011
4.6,Bhoopadathil Illatha Oridam,2012
4.1,Ten Minutes to Live,1932
6.9,Morya,2011
6.7,Everyone Says I Love You,1996
3.9,Yeh Hai Bakrapur,2014
6.8,Face 2 Face,2016
5.8,Paisa,2013
2.1,Hajwala: The Missing Engine,2016
3.2,Exit Strategy,2012
6.9,The Naked Gun 2½: The Smell of Fear,1991
6.4,Peace Haven,2016
6.4,Moms at War,2018
0.0,Maharaja: The Story of Ranjit Singh,2010
4.3,Next Enti?,2018
5.4,Dil Vil Pyar Vyar,2002
4.8,Marvel & ESPN Films Present 1 of 1: Genesis,2014
4.0,Hamza's suitcase,2017
5.3,Being Napoleon,2018
3.9,Kaviyude Osyath,2017
6.7,Siddhant,2015
3.0,Norm of the North: Keys to the Kingdom,2018
4.4,Paying Guests,2009
4.9,Ittefaq,2001
3.3,My Dog Is My Guide,2013
3.5,Larceny,2017
5.1,Anthony Kaun Hai?,2006
5.0,The Human Contract,2008
5.4,Trapped in Tradition: Rivaaz,2011
5.8,2012,2009
5.1,The Holy Man 2,2008
3.7,P Se PM Tak,2015
4.4,EMI: Liya Hai To Chukana Padega,2008
5.2,Amar Akbar & Tony,2015
4.4,Yamla Pagla Deewana Phir Se...,2018
8.4,Taste: What's Going on - Live at the Isle of Wight 1970,2015
7.3,"Two Days, One Night",2014
4.5,KL Zombi,2013
2.9,Kajraare,2010
3.5,Bharya Athra Pora,2013
2.3,Karzzzz,2008
6.1,Truckbhar Swapna,2018
5.2,The Tayo Movie: Mission Ace,2016
6.4,Shame to Shame,1991
5.6,Daffedar,2016
4.4,FB: Fighting Beat,2007
5.5,Radical: The Controversial Saga of Dadá Figueiredo,2013
5.9,Bathinda Express,2016
3.7,Cappuccino,2017
5.7,Withdrawn,2017
5.3,Rembat,2015
5.7,Sukhi Sansarachi 12 Sutre,1995
3.1,A Scandall,2016
4.5,Chadi Jawani Budhe Nu,1976
3.0,Agyaat,2009
7.0,Behind the Candelabra,2013
1.7,Himmatwala,2013
5.9,Hattrick,2018
4.1,Tatu,2017
4.1,Drink Drank Drunk,2016
3.5,May You Prosper,2017
4.3,Pup Star: Better 2Gether,2017
3.5,Mission Istaanbul: Darr Ke Aagey Jeet Hai!,2008
6.6,The Last Shaman,2016
6.1,Sohni Mahiwal,1984
6.6,30 Days of Night,2007
7.1,A Tale of Two Sisters,2003
5.5,The Guardian Brothers,2015
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
5.6,Couples Counseling,2016
5.2,Kaaliyan,2017
8.0,Once in a Lifetime Sessions with Nile Rodgers,2019
8.2,Monty Python and the Holy Grail,1975
6.5,Paradise Lost,2020
6.1,Shikari: The Hunter,1991
6.2,I'm Still Here,2010
7.5,Sokola Rimba,2013
6.0,In My Country,2004
6.9,Fantomas,1964
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
6.7,Asterix: The Secret of the Magic Potion,2018
8.0,Once in a Lifetime Sessions with Nile Rodgers,2019
5.3,Chhota Bheem Kung Fu Dhamaka,2019
8.3,Chhota Bheem Aur Mayavi Gorgan,2014
5.3,Chhota Bheem Kung Fu Dhamaka,2019
5.1,Gara-Gara Bola,2008
6.3,Kacche Dhaagey,2016
7.5,Los Niños Héroes de Chapultepec,2017
8.0,Zootopia,2016
6.7,Twice a Woman,2010
0.0,Elles s'appellent toutes Sarajevo,1994
7.0,Lorai: Play to Live,2015
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
6.6,Ibn el-Qunsul,2010
7.1,Karl May,1974
7.0,Ralph Breaks the Internet,2018
4.5,Paulettante Veedu,2016
5.6,Black Man White Skin,2015
3.7,Chal Dhar Pakad,2010
7.3,Samudra,2010
8.0,Oh My Ghost,2015
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
4.1,Alarmoty in the Land of Fire,2017
4.8,Bull BulBul Bandook,2013
0.0,Rehmataan,2012
5.8,Antariksham 9000 kmph,2018
7.0,The Five of Us,2004
0.0,Kuppivala,1965
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
6.6,Watchers 2,2011
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
8.0,Once in a Lifetime Sessions with Nile Rodgers,2019
6.5,Lego House: Home of the Brick,2018
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
7.4,Krish Trish and Baltiboy: Face Your Fears,2017
5.6,The Great Sage Sun Wukong,2019
4.9,A Virgin Among the Living Dead,1973
